BS, S:37858
-3.09,6.07
-3.2,5.99
-2.91,5.99
-3.03,5.98
-2.56,5.96
-2.2,5.95
-1.85,6.02
-1.81,6.07
-1.7,6.12
-1.7,6.11
-1.81,6.12
-1.67,6.04
-1.17,5.95
-0.69,5.85
0.07,5.67
0.85,5.42
1.73,5.16
BE,
BS, S:38019
2.13,5.14
8,5.25
31.23,6.46
53.34,9.7
72.74,19.13
77.73,24.77
11.89,26.26
19.31,26.37
18.17,26.13
16.45,26.28
15.36,24.69
16.81,24.5
25.42,24.39
37.73,26.5
35.47,30.13
26.33,31.7
28.45,32.56
9.74,29.68
8.07,29.51
12.69,27.02
16.5,25.59
29.84,25.92
44.44,28.19
44.59,32.52
43.27,33.79
32.6,32.26
17.39,30.85
11.15,29.4
22.92,28.89
26.05,27.24
28.86,28.14
28.34,27.92
26.57,27.84
26.28,28.98
24.68,29.41
30.7,28.88
31.07,29.21
29.47,29.16
26.44,28.2
27.04,28
29.51,28.15
29.73,29.49
34.11,29.98
25.43,29.34
24.56,28.57
24.08,28.5
23.16,28.64
18.78,29.04
13.16,29.25
7.08,29.3
3.53,29.12
-75.9,28.87
-98.42,25.31
-62.12,15.64
-15.63,8.29
-3.88,6.9
-0.41,7.6
-5.92,7.95
-12.91,9.51
-18.65,8.53
-16.57,7.37
-14.3,6.93
-11.48,6.34
-9.89,6.47
-7.97,6.87
-7.73,7.1
-7.45,6.78
-8.41,6.98
-11.39,7.94
-15.32,8.86
-17.62,7.35
-17.2,5.95
-13.77,5.6
-13.12,5.64
-12.11,6.53
-13.25,7.41
-16.14,7.39
-13.04,5.96
-12.88,6.93
-13.85,7.1
-15.55,6.71
-16.15,6.86
-16.45,6.51
-15.53,6.3
-14.52,6.1
-13.14,6.06
-12.49,6.04
-12.38,6.11
-10.96,6.09
-10.46,6.14
-10.94,6.16
-10.1,6.15
-9.9,6.13
-10.27,6.08
-10.19,6.07
-8.71,6.02
-8.85,6.11
-8.78,6.11
-8.27,6.1
-8.48,6.1
-8.59,6.03
-8.52,5.95
-7,5.98
-6.52,6.05
-6.26,6.13
-6.15,6.13
-5.79,6.08
-6.4,6.13
-6.79,6.06
-5.9,6.08
-6.34,6.08
-6.04,6.04
-5.7,6.04
-5.36,6.03
-5.77,6.03
-5.42,6.03
-4.56,6.01
-4.12,6.01
-3.93,6
-3.51,5.91
-2.94,5.89
-2.52,5.89
-2.02,5.8
-0.74,5.69
0.51,5.58
1.19,5.48
1.74,5.32
BE,
BS, S:38020
2.17,5.15
7.84,5.26
29.74,6.57
51.19,9.75
70.1,18.19
87.49,22.97
37.35,25.38
36.38,27.12
25.61,27.35
21.42,27.08
16.16,26.58
12.89,24.85
13.93,23.74
26.63,24.56
44.25,27.21
44.43,30.92
46.91,39.38
-86.27,36.44
-82.65,25.16
-37.77,12.86
-1.37,6.38
0.87,4.96
2.81,5.15
3.32,5.78
3.56,6.19
3.46,6.68
3,7.02
BE,
BS, S:38021
3,6.39
6.22,6.4
25.52,7.34
46.78,10.85
71.25,16.6
74.73,20.28
52.08,24.6
34.94,26.17
24.1,26.83
24.74,27.29
22.94,26.63
19.16,26.33
17.01,25.63
18.85,25.63
23.05,26.61
26.01,27.81
22.01,29.4
22.39,31.49
7.61,29.22
1.21,28.66
3.53,28.3
4.03,27.87
3.1,28.08
1.52,28.19
-0.3,28.28
-1.75,28.2
-2.14,28.02
-2.44,28.02
-2.97,28.03
-3.23,27.94
-2.77,27.85
-2.39,27.69
-1.52,27.59
0.27,27.61
3.16,27.65
5.9,27.89
9.01,28.14
10.06,28.26
8.34,28.23
7.78,28.2
7.55,28.14
7.14,28.22
7.36,28.2
7.98,28.22
8,28.21
7.92,28.22
7.9,28.31
7.21,28.29
5.44,28.31
5.41,28.29
5.68,28.29
-69.27,28.11
-91.6,24.28
-60.11,15.37
-9.63,8.35
2.06,7.14
-3.55,8.31
-8.39,9.58
-14.09,10.98
-16.7,9.37
-23.77,7.9
-12.51,7.08
-10.27,6.13
-7.84,6.33
-10.11,7.37
-13.97,7.29
-15.73,7.15
-13.88,6.27
-14.57,6.47
-14.15,6.69
-15.45,7.2
-16.73,7.14
-15.43,6.76
-14.74,6.28
-15.37,6.47
-15.2,6.38
-14.09,6.34
-13.74,6.26
-12.84,6.22
-11.67,6.18
-11.21,6.18
-11.51,6.1
-10.18,6.14
-9.86,6.14
-9.44,6.21
-9.5,6.29
-9.33,6.21
-9.58,6.16
-10.13,6.15
-8.96,6.12
-8.7,6.03
-8.79,6.03
-7.38,6.08
-7.28,6.16
-7.78,6.17
-7.82,6.17
-7.18,6.16
-7.56,6.17
-7.49,6.16
-6.8,6.15
-6.85,6.06
-7.07,6.07
-6.52,5.97
-5.62,5.95
-5.16,5.94
-4.78,5.85
-3.45,5.82
-2.47,5.72
-1.1,5.61
0.44,5.41
1.49,5.15
BE,
BS, S:38022
2.14,5.05
8.16,5.18
31.38,6.48
53.32,9.66
70.84,18.1
85.91,22.46
26.85,24.98
31.72,25.97
25.65,26.28
24.05,26.76
17.26,26.66
13.05,25.27
13.89,24.18
25.82,24.68
44.57,26.04
56.75,30.88
56.57,39.35
-80.44,37.51
-92.13,28.68
-54.99,15.88
-5.77,7.41
0.36,4.6
1.34,4.61
2.47,5.62
3.55,6.37
3.71,6.83
3.24,7.3
2.31,7.38
1.28,7.17
0.75,7.17
-0.09,7.25
-0.35,7.25
-1.03,7.15
-1.72,7.17
-2.6,7.23
-4.34,7.39
-5.8,7.11
-9.56,7.93
-11.32,7.29
-12.82,7.03
-12.11,6.91
-9.57,6.17
-7.65,5.44
-3.42,5.98
-6.23,7.12
-8.63,7.11
-12.64,7.57
-14.53,7.07
-14.57,6.56
-12.74,6.23
-11.38,6.17
-10.54,6.16
-9.47,6.22
-9.38,6.25
-9.19,6.24
-8.93,6.2
-8.39,6.19
-8.43,6.19
-8.11,6.18
-7.86,6.17
-7.65,6.17
-7.89,6.17
-7.67,6.17
-7.51,6.16
-7.58,6.17
-7.51,6.15
-7.09,6.15
-7.01,6.08
-6.76,6.06
-6.57,6.08
-6.63,6.08
-6.53,6.13
-6.67,6.13
-6.22,6.05
-6.14,6.13
-6.15,6.13
-6.32,6.08
-5.88,6.04
-5.58,6.11
-5.08,6.09
-4.97,6.11
-5.12,6.11
-4.98,6.11
-4.9,6.02
-4.34,6.01
-4.12,6.07
-4.28,6.09
-4.26,6.01
-3.93,6
-3.66,5.99
-3.38,5.99
-3.29,5.99
-3.32,6
-3.22,6.05
-3.34,6.07
-3.19,6.07
-3.13,6.07
-3.36,6.06
-3.17,6
-2.9,6.06
-2.78,6.07
-2.71,6.08
-2.62,6.14
-2.69,6.14
-2.89,6.08
-3.15,6.08
-2.99,6.08
-3.08,6.08
-3.3,6.14
-3.26,6.07
-3.14,6
-3.19,5.99
-3.03,6.08
-2.9,6.08
-3.01,6.08
-2.76,6.06
-2.46,6.05
-2.22,5.96
-1.86,5.96
-1.2,5.86
-0.41,5.77
0.4,5.6
1.05,5.4
1.87,5.15
BE,
BS, S:38023
2.01,5.15
8.7,5.26
31.36,6.5
53.59,9.88
72.8,18.7
82.87,22.96
36.12,25.34
35.64,27.2
25.47,27.07
24.4,26.87
19.75,26.54
16.03,25.4
16.27,24.23
26.35,24.77
41.67,26.17
54.18,31.14
56.86,37.63
19.75,34.03
20.51,32.99
14.44,29.54
13.71,29.02
13.95,26.99
15.17,26.02
25.08,26.37
39.31,27.48
43.38,28.82
30.11,30.1
21.28,29.6
20.61,30.99
30.25,32.43
32.2,32.09
20.87,29.67
18.2,28.64
18.97,28.34
21.41,27.63
23.86,27.66
24.77,28.04
25.66,28.35
25.14,28.57
22.46,28.69
20.03,28.66
18.94,28.68
19.14,29.75
22.14,30.02
12.87,29.11
11.18,28.68
9.97,28.61
9.14,28.46
9.24,28.27
9.48,28.07
10.34,27.97
-62.89,27.74
-90.2,23.9
-66.51,15.07
-17.13,8.08
2.21,7.05
-2.25,8.37
-12.31,9.98
-19.45,11.63
-21.52,9.22
-23.86,7.3
-15.85,6.79
-13.94,7
-12.85,7.18
-14.53,7.05
-15.84,6.87
-16.82,7.23
-15.37,6.87
-16.2,6.84
-14.98,6.57
-13.57,6.24
-12.24,6.95
-13.18,7.17
-15.43,6.98
-14.71,6.4
-14.89,6.61
-14.66,6.32
-14.2,6.35
-13.56,6.44
-13.89,6.44
-13.78,6.55
-12.13,6.03
-11.42,6.33
-11.99,6.49
-12.06,6.45
-12.11,6.33
-11.51,6.12
-12.34,6.21
-11.6,6.16
-10.61,6.08
-9.83,6.06
-9.12,6.04
-8.22,6.02
-8.09,6.01
-8.06,5.93
-7.51,6.06
-6.68,6.15
-6.64,6.13
-6.82,6.4
-7.67,6.42
-8.52,6.33
-8.92,6.2
-8.84,6.04
-7.81,5.86
-7.57,6
-6.77,6.05
-5.94,5.99
-5.88,6.26
-6.95,6.4
-7.73,6.34
-7.36,6.25
-7.46,6.25
-7.98,6.25
-7.74,6.1
-7.6,6.01
-7.31,5.99
-6.87,5.98
-5.73,5.97
-5.57,6.11
-6.01,6.16
-5.76,6.21
-5.52,6.16
-6.18,6.13
-6.39,6.08
-5.76,5.96
-5.19,5.94
-4.69,5.93
-4.49,6.01
-4.29,6.01
-4.26,6.01
-3.94,6
-3.68,5.99
-3.57,5.99
-3.68,6.08
-3.6,6.08
-3.72,6.08
-3.7,6.02
-3.59,6
-3.28,5.98
-2.89,5.91
-2.82,5.91
-2.31,6.03
-1.94,6.04
-2.01,6.04
-1.64,5.95
-1.08,5.87
-0.63,5.78
0.09,5.68
0.56,5.66
1.01,5.58
1.32,5.43
1.72,5.39
BE,
BS, S:38024
2.06,5.38
7.4,5.52
27.35,6.81
48.46,10.33
69.34,19.01
83.09,22.64
47.16,25.11
37.65,27.15
27.26,27.85
21.25,27.22
18.41,26.57
15.2,25.03
15.86,24.76
25.7,25.04
40.36,26.36
52.98,33.01
58.53,39.57
-80.39,37.57
-92.1,28.89
-52.57,15.82
-6.31,7.49
-0.37,5.52
1.04,5.86
2.42,6.36
3.02,6.52
3.22,6.43
3.3,6.42
BE,
BS, S:38025
3.01,6.38
5.89,6.47
21.24,7.66
39.63,10.86
57.32,17.44
65.91,21.24
44.53,24.23
30.37,25.73
25.56,26.58
23.23,26.87
19.39,26.66
17.05,26.27
14.77,25.82
15.21,25.87
18.51,26.44
22.5,27.43
23.08,31.09
28.7,31.93
16.67,34.55
21.11,30.42
-2.07,28.66
11.92,28.66
11.7,27.93
11.62,28.17
10.15,28.12
9.45,28.05
8.52,27.87
9.68,27.81
10.08,27.76
11.21,28.02
13.08,29.17
17.58,32.65
18.85,29.53
8.63,28.43
13.63,28.43
14.43,28.15
14.92,28.36
12.58,28.37
11.66,28.39
11.65,28.37
10.82,28.29
10.97,28.31
10.79,28.48
10.2,28.75
10.38,29.51
12.56,29.93
4.79,28.74
3.28,28.36
5.32,28.21
5.78,28.16
5.43,28.23
-68.49,28.07
-92.7,24.28
-69.02,15.45
-18.88,7.82
-2.37,7.11
-3.32,8.91
-14.46,10.04
-25.34,10.16
-26.35,9.19
-17.45,8.1
-20.46,7.68
-18.39,7.4
-19.35,6.98
-17.66,7.1
-16.18,6.94
-15.31,6.7
-16.56,6.78
-15.92,7
-15.4,6.77
-15.49,6.59
-14.54,6.29
-14.29,6.6
-14.49,6.45
-15.23,6.46
-14.33,6.27
-13.15,6.24
-12.76,6.21
-11.85,6.12
-10.84,6.24
-10.86,6.32
-11.91,6.28
-10.8,6.1
-9.98,6.15
-9.85,6.07
-9.45,6.19
-8.95,6.23
-9.1,6.27
-9.94,6.24
-10.02,6.22
-9.13,6.16
-9.26,6.11
-8.8,6.11
-8.45,6.03
-7.92,6.09
-8.01,6.09
-7.68,6.16
-7.47,6.1
-7.42,6.17
-7.12,6.07
-6.4,6.05
-6.28,6.16
-6.79,6.03
-6.63,5.99
-5.36,5.88
-4.48,5.84
-3.38,5.75
-2.35,5.8
-1.63,5.79
-1.15,5.7
-0.2,5.6
0.91,5.57
1.01,5.57
1.46,5.41
1.83,5.33
BE,
BS, S:38026
2.1,5.32
7.57,5.45
28.26,6.78
49.51,10.93
70.59,19.5
81.48,22.63
41.43,25.07
39.09,26.44
26.94,27.14
23.76,27.18
19.76,26.73
15.65,25.37
15.74,24.72
23.74,24.9
37.64,26.09
50.6,33.76
59.23,37.36
26.1,33.5
18.06,33.22
17.32,31.84
12.7,30.33
10.56,28.21
9.4,26.57
14.11,26.11
26.46,27.03
37.07,28.58
30.32,29.97
17.38,29.99
9.92,30.37
16.27,31.35
12.74,30.81
1.11,29.18
1.61,28.47
3.79,27.87
4.76,27.85
4.75,27.8
5.32,27.84
6.69,27.9
8.01,27.97
9.33,27.99
10.39,28.15
10.55,28.21
10.54,28.07
11.4,28.02
12.14,28.13
12.71,28.26
13.66,28.43
13.31,28.62
12.25,28.62
11.27,28.43
10.33,28.34
-72.15,28.06
-91.22,24.31
-57.43,16.68
-17.37,9.09
-9.27,7.92
-10.18,8.91
-19.68,9.72
-26.36,8.89
-25.17,7.84
-20.04,7
-16.34,7.16
-16.04,7.3
-15.67,6.88
-17.59,7.17
-15.84,6.88
-16.09,7.12
-16.03,7.14
-16.36,6.82
-17.53,7.19
-18.42,6.88
-17.99,6.64
-16.57,6.58
-14.65,6.13
-14.2,6.42
-14.13,6.62
-14.62,6.56
-15.3,6.37
-13.12,6.36
-12.46,6.28
-12.52,6.32
-11.99,6.19
-11.03,6.17
-11.77,6.28
-12.15,6.2
-10.54,6.08
-10.09,6
-9.5,5.96
-8.62,6.02
-7.86,6.07
-8.64,6.04
-7.88,6.08
-7.25,5.84
-6.14,5.79
-5.19,6.17
-5.47,6.38
-6.34,6.37
-7.71,6.55
-8.56,6.44
-8.91,6.2
-8.7,6.08
-8.11,5.94
-7.06,5.91
-6.33,5.97
-6.14,6.04
-5.65,6.05
-5.79,6.12
-5.81,6.12
-5.71,6
-4.94,5.86
-4.14,5.84
-3.08,5.9
-2.89,5.91
-2.51,5.89
-1.97,5.79
-1.2,5.77
-0.28,5.76
0.3,5.67
0.63,5.66
1.2,5.57
1.52,5.46
1.99,5.33
BE,
BS, S:38027
2.05,5.33
7.51,5.44
28.52,6.73
50.52,10.66
73.48,20.04
87.94,23.15
45.2,25.34
40.56,27.17
30.2,27.01
21.59,27.71
18.62,26.82
14.72,25.06
15.69,24.24
26.85,24.52
43.48,26.08
56.18,29.26
51.99,39.43
-33.34,38.7
-106.48,31.9
-68.42,19.28
-20.46,8.92
-0.39,6.14
-0.6,7.4
-3.63,8.32
-7.38,8.64
-10.47,7.85
-11.74,7.42
-11.32,7.19
-11.93,7.22
-12.23,7.34
-12.69,7.5
-14.6,7.44
-15.83,7.16
-15.36,6.89
-14.69,6.62
-14.07,6.51
-12.68,6.38
-11.45,6.35
-10.77,6.33
-11.65,6.36
-10.86,6.33
-10.54,6.32
-10.67,6.32
-10.09,6.25
-9.14,6.13
-8.07,5.94
-8.34,6.25
-8.39,6.41
-8.28,6.28
-8.43,6.25
-8.36,6.11
-7.49,6.08
-6.93,5.99
-7.36,5.99
-6.33,5.99
-5.46,6.03
-5.08,6.11
-5.62,6.16
-5.61,6.17
-5.11,6.09
-5.41,6.27
-5.84,6.33
-6.18,6.25
-6.12,6.16
-6.16,6.13
-5.82,6.06
-5.68,6.04
-5.46,5.95
-4.57,6
-4.17,6
-3.87,6.07
-3.9,6.07
-3.87,6.08
-3.74,6.07
-3.82,6
-3.95,6.21
-4.19,6.19
-4.4,6.18
-4.63,6.24
-4.68,6.19
-4.82,6.16
-4.91,6.1
-4.6,6.02
-4.2,6
-4.16,6
-4.15,6.09
-4.06,6.09
-4.01,6
-4.14,6
-3.53,5.99
-3.29,5.99
-3.33,5.92
-2.72,5.89
-1.96,5.95
-1.84,6.13
-1.93,6.12
-1.88,6.12
-1.77,6.04
-1.51,5.95
-1.13,6.05
-1.11,6.11
-1.43,6.08
-1.39,6.11
-1.3,6.11
-2.01,6.24
-2.81,6.27
-3.28,6.09
-3.19,5.92
-2.65,5.89
-1.9,5.72
-0.4,5.68
0.45,5.59
0.72,5.52
1.57,5.41
1.76,5.33
BE,
BS, S:38028
2.05,5.33
7.74,5.46
28.2,6.79
49.9,10.67
70.97,18.14
79.92,21.79
48.61,25.02
37.51,26.45
29.41,26.82
26.25,27.01
22.85,26.82
19.67,25.75
19.39,24.78
25.9,24.93
38.06,26.27
48.55,33.44
54.83,41.43
-90.07,38.3
-82.2,26.33
-47.14,13.89
-3.86,7.06
0.31,6.48
1.97,7.05
1.28,7.26
0.83,7.07
0.09,6.83
0.26,6.66
0.51,6.49
0.9,6.41
1.01,6.42
1.08,6.5
1.38,6.42
0.98,6.33
0.8,6.34
0.92,6.38
0.57,6.53
0.1,6.72
-0.86,6.97
-2.65,7.29
-6,7.57
-9.73,7.59
-12.06,7.36
-13.09,7.12
-13.31,6.82
-12.38,6.47
-10.92,6.28
-10.08,6.23
-8.68,6.11
-8.01,6.17
-7.48,6.25
-7.12,6.1
-6.21,6.05
-6.08,6.37
-6.72,6.57
-7.49,6.44
-7.89,6.34
-7.73,6.25
-7.15,6.16
-6.76,6.14
-6.22,6.13
-6.06,6.13
-5.6,6.12
-5.44,6.12
-5.41,6.12
-5,6.11
-4.87,6.03
-4.09,5.84
-3.19,5.96
-3.12,6.05
-3.34,6.16
-3.29,6.02
-3.2,5.9
-2.87,5.93
-2.48,5.97
-2.7,6.14
-3,6.03
-2.64,6.05
-2.76,5.97
-3.29,6.22
-3.63,6.27
-3.5,6.08
-3.51,5.9
-3,5.9
-2.31,6.1
-2.68,6.26
-3.41,6.27
-3.93,6.17
-4.06,6.17
-4.19,6.03
-3.95,5.93
-3.29,5.84
-2.43,5.87
-1.82,5.95
-1.5,6.03
-1.45,6.21
-2.28,6.33
-2.96,6.25
-3.41,6.16
-3.87,6.3
-4.39,6.2
-3.9,6
-3.95,6.08
-3.74,6.02
-3.8,6
-3.29,5.89
-2.7,5.9
-2.08,5.87
-1.15,5.86
-0.56,5.92
-0.79,6.03
-0.75,5.99
-0.73,6.19
-1.53,6.41
-1.92,6.13
-1.94,6
-1.39,5.95
-1.08,6.09
-1.44,6.2
-1.63,6.26
-2.86,6.6
-5.28,6.69
-6.22,6.16
-5.05,5.86
-4.14,6.05
-4.27,6.2
-4.38,6.11
-4.14,5.94
-3.54,5.82
-1.86,5.62
0.01,5.36
1.37,5.08
BE,
BS, S:38029
2.13,4.98
8.61,5.09
31.99,6.41
55.15,10.69
81.03,19.17
84.08,21.95
50.11,24.98
39.33,26.61
28.56,26.97
27,27.33
23.34,26.56
19.28,25.67
19.91,24.67
27.69,24.79
41.37,26.5
52.25,32.69
58.38,39.23
-95.91,35.79
-76.52,24.92
-39.28,12.99
-1.84,6.48
0.64,5.53
0.58,5.6
2.06,5.61
3.75,5.37
3.7,5.27
3.48,5.23
3.26,5.08
BE,
BS, S:38030
3.23,5.04
8.58,5.2
31.12,6.7
53.2,11.21
74.01,16.11
73.75,20.53
52.88,24.18
35.89,25.88
27.96,26.48
27.44,26.69
25.45,26.49
23.37,25.94
22.8,25.95
23.54,26.4
23.72,27.31
22.23,31.36
25.83,31.71
12.95,29.31
8.79,28.41
10.13,28.33
10.51,27.98
9.35,27.96
8.32,28.04
7.44,28.04
7.21,28.03
6.19,27.95
5.95,27.87
6.93,27.79
7.52,27.79
9.32,27.87
10.04,28.06
11.74,28.13
12.2,28.18
13.34,28.2
14.3,28.28
14.15,28.36
14.64,28.45
13.78,28.57
12.5,28.67
10.34,28.67
7.8,28.56
5.82,28.47
4.17,28.38
4.38,28.27
4.26,28.17
4.04,28.16
4.05,28.15
4.32,28.06
4.73,28.01
4.91,28
5.83,28.04
-62.15,27.89
-89.79,24.67
-63.08,16.8
-20.89,9.22
-7.89,8.1
-17.25,9.07
-21.73,10.75
-23.26,10.64
-28.48,8.61
-23.48,7.34
-16.59,7.01
-14.99,6.98
-16.19,7.38
-17.48,7.37
-18.74,7.16
-18.37,6.82
-16.42,6.59
-15.06,6.5
-13.67,6.42
-13.26,6.55
-12.68,6.52
-12.47,6.36
-12.59,6.35
-12.26,6.28
-11.15,6.25
-10.97,6.18
-11.32,6.19
-10.49,6.16
-9.95,6.16
-9.49,6.16
-9.36,6.21
-8.4,6.18
-8.28,6.03
-7.39,6.06
-6.78,6
-5.75,6.1
-7.02,6.55
-8.09,6.6
-8.82,6.37
-9.39,6.27
-9.97,6.14
-8.75,6.01
-7.53,6
-6.98,5.92
-5.55,5.87
-5.17,6.09
-6.06,6.54
-8.32,6.58
-8.39,6.44
-8.55,6.2
-7.88,5.93
-6.8,6.13
-6.93,6.32
-7.3,6.24
-7.51,6.03
-6.2,5.88
-4.65,5.77
-3.6,5.59
-2.74,6.04
-2.75,6.16
-2.47,5.9
-1.87,5.71
-0.59,5.6
0.8,5.41
1.67,5.24
BE,
BS, S:38031
2.2,5.16
8,5.28
30.69,6.59
52.18,10.92
77.05,19.33
84.11,21.9
46.88,25.01
39.79,26.43
32.46,26.48
29.02,27.02
24.02,26.75
20.45,25.98
20.05,25.06
26.89,24.78
38.59,25.94
51.09,30.62
56.34,39.4
-69.03,37.4
-85.62,28.4
-51.37,15.67
-10.88,7.96
0.49,6.03
1.14,6.34
2.01,6.65
3.25,6.74
3.22,6.64
2.3,6.68
2,6.63
1.76,6.63
0.88,6.83
-0.07,7.05
-1.03,7.16
-2.04,7.08
-3.87,7.3
-7.22,7.64
-11.14,7.97
-15.39,8.17
-18.92,7.95
-21.57,7.43
-19.85,6.89
-16.82,6.52
-14.91,6.7
-14.56,6.67
-14.53,6.52
-13.7,6.33
-13.29,6.23
-11.95,6.11
-10.97,6.09
-10.19,6.07
-8.98,6.04
-8.45,6.17
-8.22,6.16
-7.94,6.16
-8.13,6.38
-8.37,6.41
-8.4,6.11
-7.83,5.93
-6.86,6.05
-7.2,6.4
-7.94,6.36
-7.63,6.01
-6.03,5.94
-6.42,6.29
-7.12,6.35
-7.3,6.25
-7.47,6.25
-7.69,6.17
-7.67,6.02
-6.46,5.89
-5.7,5.88
-4.76,6.14
-5.73,6.32
-5.99,6.42
-7.57,6.65
-9.32,6.56
-10.59,6.51
-10.02,6.02
-8.27,5.91
-7.45,6.04
-6.13,5.85
-5.95,5.85
-3.36,5.41
-1.85,6.06
-2.4,6.55
-5.78,6.94
-10.23,7.05
-11.72,6.55
-11.84,6.34
-9.75,5.89
-7.86,5.59
-5.36,5.6
-3.42,5.72
-2.69,5.74
-2.34,6.11
-2.94,6.26
-3.04,6.07
-3.34,6.14
-3.37,6.22
-4.12,6.27
-4.16,6.07
-4.07,5.95
-3.04,5.73
-1.09,5.53
0.1,5.5
0.88,5.57
1.07,5.71
0.21,6.79
-3.39,7.18
-6.43,6.73
-7.64,6.43
-7.11,6.02
-5.39,5.7
-3.13,5.72
-1.68,5.78
-1.03,5.94
-0.72,6.05
-1.08,6.22
-1.48,6.24
-2.01,6.25
-2.23,6.16
-2.24,5.97
-1.4,5.7
0.18,5.44
1.34,5.25
BE,
BS, S:38032
2.05,5.11
8.44,5.2
32.73,6.46
56.04,11.17
81.47,19.28
81.9,22.03
46.43,24.49
42,25.67
35.74,25.93
32.13,26.9
26.38,26.55
24.99,25.95
24.53,25.17
29.39,25.1
39.19,26.32
46.16,31.04
52.39,38.4
48.96,33.27
23.29,36.36
36.74,33.03
18.68,29.91
22.89,29.01
25.05,27.71
27.56,27.68
30.72,27.38
34.84,28.42
35.42,29.54
33.79,28.98
27.94,28.66
26.88,29.15
32.76,31.64
36.73,30.62
32.8,33.5
35.27,32.79
25.92,30.43
22.27,29.27
24.53,28.9
23.81,28.06
25.25,27.96
26.45,28.24
27.19,28.43
24.37,28.68
21.18,28.79
16.2,28.95
11.97,29.43
7.45,30.95
-2.24,29.95
-7.48,29.28
-7.47,29.07
-6.52,28.79
-5.34,28.82
-74.04,28.86
-98.85,25.52
-71.28,16.12
-21.08,9.21
-11.44,8.3
-14.28,9.51
-23.09,9.75
-31.88,9.64
-29.27,8.2
-23.45,7.24
-18.4,7.31
-17.14,7.24
-19.1,7.55
-21.1,7.31
-20.12,7.45
-17.55,7.15
-16.31,6.91
-17.48,6.87
-19.7,6.65
-16.78,6.9
-15.71,6.44
-15.62,6.64
-14.78,6.4
-13.08,6.35
-12.23,5.94
-10.77,5.55
-9.66,6.18
-9.77,6.92
-12.28,7.08
-14.53,7.04
-14.3,6.41
-13.58,6.3
-13.1,6.04
-12.08,6.47
-10.16,6.13
-10.95,6.7
-11.76,6.67
-12.05,5.92
-7.39,5.02
-2.1,4.85
0.11,6.66
-1.27,6.14
-2.58,6.24
-5.26,7.54
-9.82,7.59
-11.7,6.15
-16.37,7.25
-16.96,6.49
-14.05,5.69
-13.89,6.95
-10.87,5.74
-6.06,4.8
-0.14,4.57
1.52,5.13
1.7,5.72
0.87,6.45
-1.63,6.86
-4.29,6.66
-9.16,7.14
-11.35,6.39
-9.96,5.66
-6.38,5.39
-7.88,6.33
-5.38,5.83
-4.48,5.65
-3.15,5.94
-8.05,6.49
-11.1,6.95
-10.24,5.64
-6.83,5.31
-2.58,5.05
0.45,5.31
1.13,5.82
-0.44,6.32
-2.26,6.47
-3.76,6.5
-4.4,6.18
-8.88,6.39
-12.37,7.94
-12.13,6.37
-8.86,5.53
-4.12,4.91
-1.55,5.15
0.48,5.8
0.4,6.01
-0.22,6.34
-1.24,6.46
-2.52,6.42
-9.13,7.93
-10.54,6.67
-8.71,5.65
-4.73,5.25
-1.1,5.19
1.04,5.38
-1.07,6.51
-2.11,6.44
-3.43,6.91
-6.6,7.77
-8.08,6.31
-6.27,5.7
-3.63,5.29
-1.17,5.52
0.35,5.68
0.38,5.89
0.05,6.19
-2.9,6.62
-6.68,6.81
-6.98,6.22
-6.74,5.83
-4.54,5.53
-1.8,5.39
0.12,5.49
0.59,6.56
-2.08,7.83
-6.67,7.63
-9.34,6.65
-8.05,5.97
-4.5,5.34
-0.42,5.09
1.65,5.32
1.78,5.7
0.98,5.98
0.5,6.2
-1.93,6.56
-2.36,6.24
-2.36,5.99
-1.89,6.11
-1.23,5.73
0.44,5.43
1.67,5.1
BE,
BS, S:38033
2.04,5.1
8.24,5.2
31.96,6.57
54.68,11.93
81.35,19.82
59.57,23.86
25.74,27.58
11,28.29
1.02,27.67
2.96,26.91
5.31,24.67
5.91,25.05
11.66,25.41
17.54,26.8
17.74,27.23
18.05,28.34
12.47,32.83
15.92,36.52
14.9,33.14
-7.97,27.71
5.21,26.86
9.83,26.78
14.97,26.83
21.37,25.41
34.22,27.75
31.53,30.55
15.67,30.17
7.96,29.56
22.94,28.82
28.09,30.48
28.34,28.99
18.99,29.74
16.33,31.23
11.42,30.02
-1.42,29.19
-1.05,29.19
-3.05,28.75
-2.87,28.36
-1.62,27.79
-0.84,27.82
-1.56,27.79
-0.63,27.61
0.56,27.89
1.44,28.16
0.49,28.43
-1.66,28.48
-2.82,28.39
-2.01,28.26
-1.41,28.09
-5.97,28.65
-5.05,28.71
-68.09,28.51
-90.99,24.59
-61.22,14.84
-10.21,6.9
2.01,6.87
2.19,7.32
0.1,8.9
-14.2,10.47
-21.47,10.97
-19.85,8.04
-15.73,6.1
-7.87,7.44
-7.35,6.71
-7.09,6.3
-6.13,7.06
-9.89,7.47
-12.35,6.98
-11.93,6.28
-9.65,5.5
-3.87,5.1
0.11,5.31
0.11,7.05
-2.41,7.28
-6.37,7.16
-7.54,6.44
-6.93,5.93
-4.81,5.69
-2.13,5.54
-0.16,5.66
0.62,5.74
0.81,5.66
1.08,5.49
1.79,5.32
BE,
BS, S:38034
2.14,5.31
8.21,5.42
29.51,6.7
50.15,11.04
69.57,18.95
66.45,22.54
24.3,25.81
18.93,27.18
9.19,26.95
11.94,26.31
9.31,24.72
